isil,contact_index,contact_type,contact_value,source
IT-BZ0216,3,url,https://biblio.bz.it/sandintaufers,contatti.xml
IT-BZ0217,1,e-mail,bibliothek.riffian@gemeinde.riffian.bz.it,contatti.xml
IT-BZ0217,2,pec,riffian.rifiano@legalmail.it,contatti.xml
IT-BZ0217,3,telefono,+39 0473240913,contatti.xml
IT-BZ0217,4,url,https://biblio.bz.it/riffian,contatti.xml
IT-BZ0217,5,url,https://www.comune.rifiano.bz.it/system/web/gelbeseite.aspx?typ=7&bezirkonr=0&detailonr=219829918&menuonr=219511328&sprache=3,contatti.xml
IT-BZ0218,1,e-mail,bib.prags@gmail.com,contatti.xml
IT-BZ0219,1,e-mail,vbibliothek@gmail.com,contatti.xml
IT-BZ0219,2,pec,voeran-verano.bz@legalmail.it,contatti.xml
IT-BZ0219,3,telefono,+39 0473278170,contatti.xml
IT-BZ0219,4,telefono,+39 0473278069,contatti.xml
IT-BZ0219,5,url,www.comune.verano.bz.it/system/web/gemeindebetrieb.aspx?detailonr=221355082&sprache=3&noseo=1&menuonr=219552501,contatti.xml
IT-BZ0219,6,url,https://biblio.bz.it/verano,contatti.xml
IT-BZ0220,1,e-mail,bibliothekpercha@gmail.com,contatti.xml
IT-BZ0220,2,pec,percha.perca@legalmail.it,contatti.xml
IT-BZ0220,3,telefono,+39 0474832022,contatti.xml
IT-BZ0220,4,url,https://www.comune.perca.bz.it/it/Biblioteca_Perca_Vila_Di_Sotto_5,contatti.xml
IT-BZ0220,5,url,https://biblio.bz.it/percha,contatti.xml
IT-BZ0221,1,e-mail,bibliothek@gemeinde.prad.bz.it,contatti.xml
IT-BZ0221,2,pec,ebnrlichtenberg.asbucmontechiaro@pec.it,contatti.xml
IT-BZ0221,3,url,https://biblio.bz.it/prad/Leihstelle-Lichtenberg,contatti.xml
IT-BZ0222,1,e-mail,bibliothek@ahrntal.eu,contatti.xml
IT-BZ0222,2,pec,ahrntal.valleaurina@legalmail.it,contatti.xml
IT-BZ0222,3,telefono,+39 0474671795,contatti.xml
IT-BZ0222,4,url,https://www.valleaurina.eu/it/Biblioteca_pubblica_di_Valle_Aurina,contatti.xml
IT-BZ0222,5,url,https://biblio.bz.it/valleaurina/,contatti.xml
IT-BZ0223,1,e-mail,bibliothek@ahrntal.eu,contatti.xml
IT-BZ0223,2,telefono,+39 0474671282,contatti.xml
IT-BZ0223,3,url,https://www.myargo.bz/it/library-en-US/-it-IT-Lutago-Biblioteca-it-IT-de-DE-Luttach-Bibliothek-de-DE-,contatti.xml
IT-BZ0224,1,e-mail,bibliothek@ahrntal.eu,contatti.xml
IT-BZ0224,2,telefono,+39 0474650198,contatti.xml
IT-BZ0224,3,telefono,+39 0474671795,contatti.xml
IT-BZ0224,4,url,https://biblio.bz.it/ahrntal/%C3%9Cber-uns/Leihstellen,contatti.xml
IT-BZ0225,1,e-mail,bibliothek@ahrntal.eu,contatti.xml
IT-BZ0225,2,pec,ahrntal.valleaurina@legalmail.it,contatti.xml
IT-BZ0225,3,telefono,+39 0474650194,contatti.xml
IT-BZ0225,4,url,https://biblio.bz.it/ahrntal/de-de/%C3%9Cber-uns/Leihstellen,contatti.xml
IT-BZ0226,1,e-mail,bibliothek@ahrntal.eu,contatti.xml
IT-BZ0226,2,pec,ahrntal.valleaurina@legalmail.it,contatti.xml
IT-BZ0226,3,telefono,+39 0474652360,contatti.xml
IT-BZ0226,4,url,https://biblio.bz.it/ahrntal/de-de/%C3%9Cber-uns/Leihstellen,contatti.xml
IT-BZ0227,1,e-mail,laila@biblioteches.it,contatti.xml
IT-BZ0227,2,telefono,+39 0471842454,contatti.xml
IT-BZ0227,3,url,https://biblio.bz.it/badia/Filiali/La-Valle,contatti.xml
IT-BZ0228,1,e-mail,laila@biblioteches.it,contatti.xml
IT-BZ0228,2,fax,+39 0471839800,contatti.xml
IT-BZ0228,3,telefono,+39 0471839800,contatti.xml
IT-BZ0229,1,e-mail,bibliothek.barbian@gmail.com,contatti.xml
IT-BZ0229,2,pec,barbian.barbiano@legalmail.it,contatti.xml
IT-BZ0229,3,telefono,+39 0471654370,contatti.xml
IT-BZ0229,4,url,https://www.barbian.eu/it/Biblioteca_Colma,contatti.xml
IT-BZ0230,1,e-mail,bibliothek.barbian@gmail.com,contatti.xml
IT-BZ0230,2,pec,barbian.barbiano@legalmail.it,contatti.xml
IT-BZ0230,3,telefono,+39 0471653002,contatti.xml
IT-BZ0230,4,url,www.barbiano.eu/it/Biblioteca_Colma,contatti.xml
IT-BZ0232,1,e-mail,info@bibliotecapiani.it,contatti.xml
IT-BZ0232,2,telefono,+39 0471979457,contatti.xml
IT-BZ0232,3,url,http://www.geocities.com/Athens/8339,contatti.xml
IT-BZ0233,1,e-mail,bibliothek.schweitzer@tin.it,contatti.xml
IT-BZ0233,2,telefono,+39 0471918234,contatti.xml
IT-BZ0233,3,url,https://biblio.bz.it/bibliotheksdienst/A-Schweitzer,contatti.xml
IT-BZ0235,1,telefono,+39 0471279188,contatti.xml
IT-BZ0236,1,e-mail,bibliothek.reischach@web.de,contatti.xml
IT-BZ0236,2,telefono,+39 0474548205,contatti.xml
IT-BZ0237,1,e-mail,bibliothek@stlorenzen.eu,contatti.xml
IT-BZ0237,2,pec,stlorenzen.slorenzo@legalmail.it,contatti.xml
IT-BZ0237,3,telefono,+39 0474470570,contatti.xml
IT-BZ0237,4,url,https://biblio.bz.it/stlorenzen/Zweigstelle-Onach,contatti.xml
IT-BZ0239,1,e-mail,bibliothek@schlanders.it,contatti.xml
IT-BZ0242,1,e-mail,bibliothek@gemeinde.sarntal.bz.it,contatti.xml
IT-BZ0242,2,pec,sarntal.sarentino@legalmail.it,contatti.xml
IT-BZ0242,3,telefono,+39 0471625300,contatti.xml
IT-BZ0242,4,url,https://biblio.bz.it/sarentino/Punti-di-prestito/Biblioteca-San-Martino,contatti.xml
IT-BZ0243,1,e-mail,bibliothek@gemeinde.sarntal.bz.it,contatti.xml
IT-BZ0244,1,e-mail,mail@bibmondo.it,contatti.xml
IT-BZ0244,2,telefono,+39 0471992240,contatti.xml
IT-BZ0244,3,url,www.bibmondo.it,contatti.xml
IT-BZ0245,1,fax,+39 0471279660,contatti.xml
IT-BZ0245,2,telefono,+39 0471279660,contatti.xml
IT-BZ0246,1,e-mail,biblioteca@circolodonbosco.bz.it,contatti.xml
IT-BZ0246,2,fax,+39 0471921877,contatti.xml
IT-BZ0246,3,telefono,+39 0471921877,contatti.xml
IT-BZ0246,4,url,https://synbz.org/biblioteca-sandro-amadori,contatti.xml
IT-BZ0247,1,e-mail,info@bibliodonnafrau.org,contatti.xml
IT-BZ0247,2,fax,+39 0471983051,contatti.xml
IT-BZ0247,3,telefono,+39 0471983051,contatti.xml
IT-BZ0247,4,url,http://www.bibliodonnafrau.org,contatti.xml
IT-BZ0248,1,e-mail,bsg.stefano.tomasino@gmail.com,contatti.xml
IT-BZ0248,2,fax,+39 0471980959,contatti.xml
IT-BZ0248,3,telefono,+39 0471976509,contatti.xml
IT-BZ0249,1,e-mail,bibliotecavivaldi@tiscalinet.it,contatti.xml
IT-BZ0249,2,telefono,+39 0471967109,contatti.xml
IT-BZ0250,1,e-mail,info@museion.it,contatti.xml
IT-BZ0250,2,pec,administration@pec.museion.it,contatti.xml
IT-BZ0250,3,telefono,+39 0471980001,contatti.xml
IT-BZ0250,4,url,https://www.museion.it/biblioteca/,contatti.xml
IT-BZ0251,1,e-mail,bibliothek@klausen-bz.it,contatti.xml
IT-BZ0251,2,telefono,+39 0472847835,contatti.xml
IT-BZ0252,1,e-mail,biblioteca@comune.egna.bz.it,contatti.xml
IT-BZ0252,2,pec,neumarkt.egna@legalmail.it,contatti.xml
IT-BZ0252,3,telefono,+39 0471820299,contatti.xml
IT-BZ0252,4,url,https://www.comune.egna.bz.it/it/Biblioteca,contatti.xml
IT-BZ0253,1,e-mail,biblioteca.italiana@comune.ora.bz.it,contatti.xml
IT-BZ0253,2,pec,auer.ora@legalmail.it,contatti.xml
IT-BZ0253,3,telefono,+39 0471089041,contatti.xml
IT-BZ0253,4,telefono,+39 0471089042,contatti.xml
IT-BZ0253,5,url,https://www.comune.ora.bz.it/system/web/gemeindebetrieb.aspx?menuonr=219367946&detailonr=217151976&sprache=3,contatti.xml
IT-BZ0253,6,url,http://www.bibliotecadantealighieri.it/,contatti.xml
IT-BZ0253,7,url,http://www.provincia.bz.it/Explora,contatti.xml
IT-BZ0254,1,fax,+39 0471977931,contatti.xml
IT-BZ0254,2,telefono,+39 0471977931,contatti.xml
IT-BZ0255,1,telefono,+39 0474913278,contatti.xml
IT-BZ0256,1,e-mail,eco-library@eurac.edu,contatti.xml
IT-BZ0256,2,fax,+39 0471055099,contatti.xml
IT-BZ0256,3,telefono,+39 0471055060,contatti.xml
IT-BZ0256,4,url,http://www.eurac.edu/Org/Library/index_it,contatti.xml
IT-BZ0257,1,e-mail,centromultilingue@provincia.bz.it,contatti.xml
IT-BZ0257,2,fax,+39 0471 303406,contatti.xml
IT-BZ0257,3,telefono,+39 0471 303403,contatti.xml
IT-BZ0257,4,url,http://www.provincia.bz.it/cultura/lingue/centro-multilingue.asp,contatti.xml
IT-BZ0258,1,e-mail,biblioteca.fp@provincia.bz.it,contatti.xml
IT-BZ0258,2,fax,+39 0471991469,contatti.xml
IT-BZ0258,3,telefono,+39 0471991448,contatti.xml
IT-BZ0258,4,url,https://b4.consumer.bz.it/47v65922d66246.html,contatti.xml
IT-BZ0259,1,e-mail,astat@provinz.bz.it,contatti.xml
IT-BZ0259,2,fax,+39 0471994008,contatti.xml
IT-BZ0259,3,telefono,+39 0471994003,contatti.xml
IT-BZ0259,4,url,http://www.provinz.bz.it/stat,contatti.xml
IT-BZ0260,1,fax,+39 0471994499,contatti.xml
IT-BZ0260,2,telefono,+39 0471994409,contatti.xml
IT-BZ0261,1,e-mail,biblioteca@comune.egna.bz.it,contatti.xml
IT-BZ0261,2,pec,neumarkt.egna@legalmail.it,contatti.xml
IT-BZ0261,3,url,https://www.comune.egna.bz.it/it/Biblioteca,contatti.xml
IT-BZ0262,1,e-mail,info@bibliolaives.it,contatti.xml
IT-BZ0262,2,telefono,+39 0471590041,contatti.xml
IT-BZ0262,3,url,https://www.bibliolaives.it/it/,contatti.xml
IT-BZ0264,1,telefono,+39 0471978764,contatti.xml
IT-BZ0266,1,telefono,+39 047485437,contatti.xml
IT-BZ0267,1,e-mail,bibliothek@gemeinde.kurtinig.bz.it,contatti.xml
IT-BZ0267,2,pec,kurtinig.cortina@legalmail.it,contatti.xml
IT-BZ0267,3,telefono,+39 0471817141,contatti.xml
IT-BZ0267,4,telefono,+39 0471817733,contatti.xml
IT-BZ0267,5,url,https://www.comune.cortina.bz.it/system/web/gelbeseite.aspx?sprache=3&typ=7&letter=ALLE&detailonr=220338771-619&cmd=az&menuonr=219549285,contatti.xml
IT-BZ0268,1,e-mail,bibliothek.mals@gemeinde.mals.bz.it,contatti.xml
IT-BZ0268,2,fax,+39 0473835255,contatti.xml
IT-BZ0268,3,pec,mals.malles@legalmail.it,contatti.xml
IT-BZ0268,4,telefono,+39 0473835255,contatti.xml
IT-BZ0268,5,url,http://www.gemeinde.mals.bz.it/system/web/gemeindebetrieb.aspx?detailonr=200481062&sprache=3,contatti.xml
IT-BZ0268,6,url,http://www.biblio.bz.it/mals,contatti.xml
IT-BZ0268,7,url,https://www.comune.malles.bz.it/it/Biblioteca_comunale_di_Malles,contatti.xml
IT-BZ0270,1,e-mail,biblioteca@caibolzano.it,contatti.xml
IT-BZ0270,2,fax,+39 0471979915,contatti.xml
IT-BZ0270,3,telefono,+39 0471978172,contatti.xml
IT-BZ0271,1,e-mail,library@unibz.it,contatti.xml
IT-BZ0271,2,fax,+39 0471012309,contatti.xml
IT-BZ0271,3,telefono,+39 0471012300,contatti.xml
IT-BZ0271,4,url,http://www.unibz.it/library,contatti.xml
IT-BZ0272,1,e-mail,library@unibz.it,contatti.xml
IT-BZ0272,2,fax,+39 0472012309,contatti.xml
IT-BZ0272,3,telefono,+39 0472012300,contatti.xml
IT-BZ0272,4,url,http://www.unibz.it/library,contatti.xml
IT-BZ0274,1,e-mail,info@bpi.claudiaugusta.it,contatti.xml
IT-BZ0274,2,fax,+39 0471266021,contatti.xml
IT-BZ0274,3,telefono,+39 0471264444,contatti.xml
IT-BZ0274,4,url,http://www.bpi.claudiaugusta.it,contatti.xml
IT-BZ0275,1,e-mail,biblioteca.bressanone@unipd.it,contatti.xml
IT-BZ0275,2,telefono,+39 0498274017,contatti.xml
IT-BZ0276,1,e-mail,biblioteca1@marcellinebolzano.it,contatti.xml
IT-BZ0276,2,fax,+39 0471273402,contatti.xml
IT-BZ0276,3,telefono,+39 0471270078,contatti.xml
IT-BZ0277,1,e-mail,info@adsit.org,contatti.xml
IT-BZ0277,2,fax,+39 0473237737,contatti.xml
IT-BZ0277,3,telefono,+39 0473237737,contatti.xml
IT-BZ0277,4,url,http://adsit.org/WP/it/biblioteca/,contatti.xml
IT-BZ0278,1,e-mail,library@claudiana.bz.it,contatti.xml
IT-BZ0278,2,fax,+39 0471/067211,contatti.xml
IT-BZ0278,3,telefono,+39 0471/067213,contatti.xml
IT-BZ0278,4,telefono,+39 0471/067220,contatti.xml
IT-BZ0278,5,url,www.claudiana.bz.it,contatti.xml
IT-BZ0281,1,e-mail,mediatecamerano@provincia.bz.it,contatti.xml
IT-BZ0281,2,fax,+39 0473 252265,contatti.xml
IT-BZ0281,3,telefono,+39 0473 252264,contatti.xml
IT-BZ0281,4,url,http://www.provincia.bz.it/cultura/lingue/mediateca-merano.asp,contatti.xml
IT-BZ0284,1,e-mail,library@unibz.it,contatti.xml
IT-BZ0284,2,telefono,+39 0474 012300,contatti.xml
IT-BZ0284,3,url,http://www.unibz.it/library,contatti.xml
IT-BZ0285,1,e-mail,7.0.1@comune.bolzano.it,contatti.xml
IT-BZ0285,2,e-mail,7.0.1@gemeinde.bozen.it,contatti.xml
IT-BZ0285,3,fax,+39 0471 997396,contatti.xml
IT-BZ0285,4,pec,7.0.1@pec.bolzano.bozen.it,contatti.xml
IT-BZ0285,5,telefono,+39 0471 997583,contatti.xml
IT-BZ0285,6,url,http://www.comune.bolzano.it/cultura_context.jsp?hostmatch=true&ID_LINK=782&area=48,contatti.xml
IT-BZ0285,7,url,http://www.gemeinde.bozen.it/cultura_context.jsp?hostmatch=true&area=48&ID_LINK=782,contatti.xml
IT-BZ0286,1,e-mail,7.0.1@comune.bolzano.it,contatti.xml
IT-BZ0286,2,e-mail,7.0.1@gemeinde.bozen.it,contatti.xml
IT-BZ0286,3,fax,+39 0471 997396,contatti.xml
IT-BZ0286,4,pec,7.0.1@pec.bolzano.bozen.it,contatti.xml
IT-BZ0286,5,telefono,+39 0471 997583,contatti.xml
IT-BZ0286,6,url,http://www.comune.bolzano.it/cultura_context.jsp?ID_LINK=679&area=11,contatti.xml
IT-BZ0286,7,url,http://www.gemeinde.bozen.it/cultura_context.jsp?hostmatch=true&area=11&ID_LINK=679,contatti.xml
IT-BZ0287,1,e-mail,bibliothek@marling.info,contatti.xml
IT-BZ0287,2,telefono,+39 0473060155,contatti.xml
IT-BZ0287,3,url,https://biblio.bz.it/marlengo/,contatti.xml
IT-BZ0288,1,e-mail,bibliothek@muehlbach.it,contatti.xml
IT-BZ0288,2,telefono,+39 0472941091,contatti.xml
IT-BZ0288,3,url,https://biblio.bz.it/muehlbach/,contatti.xml
IT-BZ0289,1,e-mail,bibliothek.rodeneck@gmail.com,contatti.xml
IT-BZ0289,2,fax,+39 0472454089,contatti.xml
IT-BZ0289,3,telefono,+39 0472454198,contatti.xml
IT-BZ0289,4,url,https://biblio.bz.it/rodeneck/,contatti.xml
IT-BZ0290,1,e-mail,ic.bolzano6@scuola.alto-adige.it,contatti.xml
IT-BZ0290,2,pec,ic.bolzano6@pec.prov.bz.it,contatti.xml
IT-BZ0290,3,telefono,+39 0471914183,contatti.xml
IT-BZ0290,4,telefono,+39 0471931185,contatti.xml
IT-BZ0290,5,url,https://icbz6.it/,contatti.xml
IT-BZ0291,1,e-mail,bibliothekmartell@gmail.com,contatti.xml
IT-BZ0291,2,pec,martell.martello@legalmail.it,contatti.xml
IT-BZ0291,3,telefono,+39 0473744786,contatti.xml
IT-BZ0291,4,url,https://biblio.bz.it/martell/,contatti.xml
IT-BZ0291,5,url,https://www.comune.martello.bz.it/it/Biblioteca_Martello,contatti.xml
IT-BZ0292,1,e-mail,ic.bolzano2@scuola.alto-adige.it,contatti.xml
IT-BZ0292,2,pec,ic.bolzano2@pec.prov.bz.it,contatti.xml
IT-BZ0292,3,telefono,+39 0471916407,contatti.xml
IT-BZ0292,4,url,http://www.icbolzano2.it/,contatti.xml
IT-BZ0293,1,e-mail,ic.bolzano5@scuola.alto-adige.it,contatti.xml
IT-BZ0293,2,fax,+39 0471272093,contatti.xml
IT-BZ0293,3,pec,IC.Bolzano5@pec.prov.bz.it,contatti.xml
IT-BZ0293,4,telefono,+39 0471272092,contatti.xml
IT-BZ0293,5,url,https://www.icbz5.it/,contatti.xml
IT-BZ0294,1,e-mail,bibliothek.ulten@gmail.com,contatti.xml
IT-BZ0294,2,telefono,+39 0473795433,contatti.xml
IT-BZ0294,3,url,https://biblio.bz.it/ulten/,contatti.xml
IT-BZ0295,1,e-mail,bibliothek.nikolaus@gmail.com,contatti.xml
IT-BZ0295,2,telefono,+39 0473791034,contatti.xml
IT-BZ0295,3,url,https://biblio.bz.it/ulten/,contatti.xml
IT-BZ0296,1,e-mail,ic.bassaatesina@scuola.alto-adige.it,contatti.xml
IT-BZ0296,2,fax,+39 0471820527,contatti.xml
IT-BZ0296,3,pec,ic.bassaatesina@pec.prov.bz.it,contatti.xml
IT-BZ0296,4,telefono,+39 0471821747,contatti.xml
IT-BZ0296,5,url,https://www.ic-bassa-atesina.it/biblioteca/,contatti.xml
IT-BZ0297,1,e-mail,bibliothek@altrei.eu,contatti.xml
IT-BZ0297,2,fax,+39 0471882600,contatti.xml
IT-BZ0297,3,pec,altrei.anterivo@legalmail.it,contatti.xml
IT-BZ0297,4,telefono,+39 0471882021,contatti.xml
IT-BZ0297,5,telefono,+39 0471882512,contatti.xml
IT-BZ0297,6,url,https://biblio.bz.it/altrei/it-it,contatti.xml
IT-BZ0298,1,e-mail,ic.bolzano4@scuola.alto-adige.it,contatti.xml
IT-BZ0298,2,e-mail,Valentina-evita.picelli@scuola.alto-adige.it,contatti.xml
IT-BZ0298,3,fax,+39 0471288580,contatti.xml
IT-BZ0298,4,pec,IC.Bolzano4@pec.prov.bz.it,contatti.xml
IT-BZ0298,5,telefono,+39 0471288580,contatti.xml
IT-BZ0298,6,url,https://www.icbz4.it/wp/,contatti.xml
IT-BZ0299,1,e-mail,info@bibliolaives.it,contatti.xml
IT-BZ0299,2,pec,centrodonbosco@arubapec.it,contatti.xml
IT-BZ0299,3,telefono,+39 0471254054,contatti.xml
IT-BZ0299,4,url,https://www.bibliolaives.it/it/,contatti.xml
IT-BZ0300,1,e-mail,ic.bolzano3@scuola.alto-adige.it,contatti.xml
IT-BZ0300,2,pec,ic.bolzano3@pec.prov.bz.it,contatti.xml
IT-BZ0300,3,telefono,+39 0471930555,contatti.xml
IT-BZ0300,4,url,https://www.icbz3.it/,contatti.xml
IT-BZ0301,1,e-mail,bibliothek@gemeinde.kurtatsch.bz.it,contatti.xml
IT-BZ0301,2,telefono,+39 0471881084,contatti.xml
IT-BZ0301,3,url,https: biblio.bz.it/kurtatsch,contatti.xml
IT-BZ0302,1,e-mail,christian.kofler@eppan.eu,contatti.xml
IT-BZ0302,2,pec,eppan.appiano@legalmail.it,contatti.xml
IT-BZ0302,3,telefono,+39 0471660406,contatti.xml
IT-BZ0302,4,url,www.biblio.bz.it/eppan,contatti.xml
IT-BZ0302,5,url,www.facebook.com/Mittelpunktbibliothek.Ueberetsch,contatti.xml
IT-BZ0303,1,e-mail,bibliothek.naturns@rolmail.net,contatti.xml
IT-BZ0303,2,pec,naturns.naturno@legalmail.it,contatti.xml
IT-BZ0303,3,telefono,+39 0473667057,contatti.xml
IT-BZ0303,4,url,https://www.facebook.com/bibliothek.naturns/,contatti.xml
IT-BZ0304,1,e-mail,info@gemeinde.laurein.bz.it,contatti.xml
IT-BZ0304,2,pec,laurein.lauregno@legalmail.it,contatti.xml
IT-BZ0304,3,telefono,+39 0463530108,contatti.xml
IT-BZ0305,1,e-mail,bibliothek@taufers.it,contatti.xml
IT-BZ0305,2,fax,+39 0473832350,contatti.xml
IT-BZ0305,3,pec,taufers.tubre@legalmail.it,contatti.xml
IT-BZ0305,4,telefono,+39 0473833054,contatti.xml
IT-BZ0305,5,url,https://www.comune.tubre.bz.it/it/Biblioteca_pubblica,contatti.xml
IT-BZ0306,1,e-mail,susanna.renner@scuola.alto-adige.it,contatti.xml
IT-BZ0306,2,fax,+39 0473212114,contatti.xml
IT-BZ0306,3,pec,ic.merano2@pec.prov.bz.it,contatti.xml
IT-BZ0306,4,telefono,+39 0473237698,contatti.xml
IT-BZ0306,5,url,https://icmerano2.edu.it/studenti/,contatti.xml
IT-BZ0307,1,e-mail,bibliothek.kiens@gmail.com,contatti.xml
IT-BZ0307,2,pec,kiens.chienes@legalmail.it,contatti.xml
IT-BZ0307,3,telefono,+39 0474862257,contatti.xml
IT-BZ0307,4,url,http://biblio.bz.it/chienes,contatti.xml
IT-BZ0307,5,url,https://www.comune.chienes.bz.it/system/web/gelbeseite.aspx?sprache=3&typ=7&letter=ALLE&detailonr=220252632-547&cmd=az&menuonr=219076014,contatti.xml
IT-BZ0308,1,e-mail,bibliothek@gemeinde.natz-schabs.bz.it,contatti.xml
IT-BZ0309,1,e-mail,bibliothek.kiens@gmail.com,contatti.xml
IT-BZ0309,2,fax,+39 0474565604,contatti.xml
IT-BZ0309,3,pec,kiens.chienes@legalmail.it,contatti.xml
IT-BZ0309,4,telefono,+39 0474862256,contatti.xml
IT-BZ0309,5,url,http://www.biblio.bz.it/chienes,contatti.xml
IT-BZ0310,1,e-mail,bibliothek.kiens@gmail.com,contatti.xml
IT-BZ0310,2,pec,kiens.chienes@legalmail.it,contatti.xml
IT-BZ0310,3,telefono,+39 0474862258,contatti.xml
IT-BZ0310,4,url,https://www.gemeinde.kiens.bz.it/system/web/gelbeseite.aspx?detailonr=220252627&sprache=3&menuonr=219075998&noseo=1,contatti.xml
IT-BZ0310,5,url,https://biblio.bz.it/chienes/Bibl-Casteldarne,contatti.xml
IT-BZ0312,1,e-mail,bibliothek@waidbruck.it,contatti.xml
IT-BZ0313,1,e-mail,bibliothek.gossensass@gmail.com,contatti.xml
IT-BZ0313,2,pec,brenner.brennero@legalmail.it,contatti.xml
IT-BZ0313,3,telefono,+39 0472632042,contatti.xml
IT-BZ0313,4,url,https://www.comunebrennero.eu/it/Biblioteca_Colle_Isarco,contatti.xml
IT-BZ0313,5,url,https://bibliothekgossensass.jimdofree.com/,contatti.xml
IT-BZ0314,1,e-mail,bibliopflersch@gmail.com,contatti.xml
IT-BZ0314,2,pec,brenner.brennero@legalmail.it,contatti.xml
IT-BZ0314,3,telefono,+39 0472770023,contatti.xml
IT-BZ0314,4,url,https://www.comunebrennero.eu/it/Biblioteca_Fleres,contatti.xml
IT-BZ0314,5,url,https://bibliothekgossensass.jimdofree.com/,contatti.xml
IT-BZ0315,1,e-mail,alplan@biblioteches.it,contatti.xml
IT-BZ0315,2,telefono,+39 0474506143,contatti.xml
IT-BZ0315,3,url,https://biblio.bz.it/badia/Filiali/San-Vigilio-di-Marebbe,contatti.xml
IT-BZ0317,1,e-mail,bibliothek@gemeinde.burgstall.bz.it,contatti.xml
IT-BZ0317,2,telefono,+39 0473290106,contatti.xml
IT-BZ0318,1,e-mail,info@heimatbuehne-schnals.com,contatti.xml
IT-BZ0318,2,pec,schnals.senales@legalmail.it,contatti.xml
IT-BZ0318,3,telefono,+39 3333015443,contatti.xml
IT-BZ0318,4,telefono,+39 0473679124,contatti.xml
IT-BZ0319,1,e-mail,ic.bolzano1@scuola.alto-adige.it,contatti.xml
IT-BZ0319,2,pec,ic.bolzano1@pec.prov.bz.it,contatti.xml
IT-BZ0319,3,telefono,+39 0471973414,contatti.xml
IT-BZ0319,4,url,https://icbz1.edu.it/biblioteca-2,contatti.xml
IT-BZ0320,1,e-mail,ic.bolzanoeuropa2@scuola.alto-adige.it,contatti.xml
IT-BZ0320,2,pec,ic.bolzanoeuropa2@pec.prov.bz.it,contatti.xml
IT-BZ0320,3,telefono,+39 0471932201,contatti.xml
IT-BZ0320,4,url,https://www.ic-bz-europa2.it/biblioteca,contatti.xml
IT-BZ0321,1,e-mail,Biblioteca.Pascoli@scuola.alto-adige.it,contatti.xml
IT-BZ0321,2,fax,+39 0471260348,contatti.xml
IT-BZ0321,3,telefono,+39 0471923361,contatti.xml
IT-BZ0322,1,e-mail,os-tfo.bozen@schule.suedtirol.it,contatti.xml
IT-BZ0322,2,pec,tfo.bozen@pec.prov.bz.it,contatti.xml
IT-BZ0322,3,telefono,+39 0471562834,contatti.xml
IT-BZ0322,4,url,http://tfo-valier.openportal.siag.it/,contatti.xml
IT-BZ0323,1,e-mail,os-ofl.auer@schule.suedtirol.it,contatti.xml
IT-BZ0323,2,pec,ofl.auer@pec.prov.bz.it,contatti.xml
IT-BZ0323,3,telefono,+39 0471811538,contatti.xml
IT-BZ0323,4,url,www.ofl-auer.it/unterricht/bibliothek/bibliothek-als-lernort,contatti.xml
IT-BZ0324,1,e-mail,os-osz.sterzing@schule.suedtirol.it,contatti.xml
IT-BZ0324,2,pec,rg.sterzing@pec.prov.bz.it,contatti.xml
IT-BZ0324,3,telefono,+39 0472765613,contatti.xml
IT-BZ0324,4,telefono,+39 0472765958,contatti.xml
IT-BZ0324,5,url,https://www.oberschulzentrum-sterzing.eu/ueber-uns/bibliothek/unsere-bibliothek/,contatti.xml
IT-BZ0325,1,e-mail,ssp.wolkenstein@schule.suedtirol.it,contatti.xml
IT-BZ0325,2,fax,+39 0471794611,contatti.xml
IT-BZ0325,3,pec,dir.raionela.selva@pec.prov.bz.it,contatti.xml
IT-BZ0325,4,telefono,+39 0471794033,contatti.xml
IT-BZ0325,5,url,www.scoles-selva.it,contatti.xml
IT-BZ0326,1,e-mail,ssp.stulrich@schule.suedtirol.it,contatti.xml
IT-BZ0326,2,pec,Dir.Raionela.Urtijei@pec.prov.bz.it,contatti.xml
IT-BZ0326,3,telefono,+39 0471796086,contatti.xml
IT-BZ0326,4,url,www.bibliotech-scola.it,contatti.xml
IT-BZ0328,1,e-mail,archivioprovinciale@provincia.bz.it,contatti.xml
IT-BZ0328,2,e-mail,landesarchiv@provinz.bz.it,contatti.xml
IT-BZ0328,3,pec,landesarchiv.archivioprovinciale@pec.prov.bz.it,contatti.xml
IT-BZ0328,4,telefono,+39 0471411940,contatti.xml
IT-BZ0328,5,url,https://www.provincia.bz.it/arte-cultura/archivio-provinciale/biblioteca-d-ufficio.asp,contatti.xml
IT-BZ0328,6,url,https://www.provinz.bz.it/kunst-kultur/landesarchiv/amtsbibliothek.asp,contatti.xml
IT-BZ0330,1,e-mail,info@museumladin.it,contatti.xml
IT-BZ0330,2,pec,ml.ml@pec.prov.bz.it,contatti.xml
IT-BZ0330,3,telefono,+39 0474524020,contatti.xml
IT-BZ0330,4,url,https://museumladin.it/,contatti.xml
IT-BZ0331,1,e-mail,biblioteca@iclaives.org,contatti.xml
IT-BZ0331,2,fax,+39 0471590102,contatti.xml
IT-BZ0331,3,pec,ic.laives@pec.prov.bz.it,contatti.xml
IT-BZ0331,4,telefono,+39 0471955110,contatti.xml
IT-BZ0331,5,url,https://www.iclaives.edu.it/pagine/biblioteca,contatti.xml
IT-BZ0332,1,e-mail,biblioteca.battisti-delai@scuola.alto-adige.it,contatti.xml
